Notice ID,Publication date,Contracting authority name,Contracting authority country code,ContractID,Title,Description,Value,Currency,Awarded supplier,Awarded supplier country code,Justification
2021/S 010-016940,2021-01-15,Education Procurement Service (EPS),IE,1,"LEE879C Supply, Delivery and Installation of a Helium Recovery and Recycling Liquefier for the Department of Physics, UCC","Tenders are sought for the supply, delivery and installation of a helium recovery and recycling liqueifier facility for the Quantum Matter Research Group in the Department of Physics, University College Cork (UCC). We employ two liquid 4He cryostats, each providing the cryogenics for a quantum microscope based on the operation of a 3He/4He dilution refrigerator. Each cryostat is anticipated to evaporate 10 litres of liquid 4He per day during normal operations. Therefore, we require the capability to recover all the 4He gas exhausted from both cryostats, store that gas in intermediate container(s) if necessary, clean the gas to the highest possible purity, then liquefy all the 4He gas by re-cooling it to 4.2 Kelvin, and finally store the liquid 4He until required for use. For this function, we seek to purchase a cryofree helium recovery and recycling liqueifier facility.",Missing: Amount,Missing: Amount,Quantum Design UK and Ireland Ltd,UK,Missing: Justification
2020/S 023-052357,2020-02-03,Missing: Contracting Authority Name,Missing: Contracting Authority Country,the notice does not have lots,the notice does not have lots,the notice does not have lots,the notice does not have lots,the notice does not have lots,the notice does not have lots,the notice does not have lots,the notice does not have lots,the notice does not have lots,the notice does not have lots,the notice does not have lots,the notice does not have lots
2024/S 207-642345,2024-10-23,Universität Basel,CH,LOT-0000,Cryogen-free dilution refrigerator for milli-Kelvin magneto-optical spectroscopy,Gemäss den Ausschreibungsunterlagen,498000.0,CHF,DE_Bluefors Oy,FI,Missing: Justification
2022/S 145-413436,2022-07-29,IMEC VZW,BE,1,overheidsopdracht voor leveringen voor de levering en inbedrijfstelling van een millikelvin cryogeenvrije verdunningskoelkast,"levering en ingebruikname van een millikelvin cryogeenvrije verdunningskoelkast (hierna: ""Cryostaat"" of ""Toestel"") voor het elektrisch, optisch en elektro-optisch testen van geavanceerde nanotechnologische apparaten bij een temperatuur tot tientallen millikelvin.",321000.00,EUR,Bluefors Oy,FI,Missing: Justification
2024/S 160-494888,2024-08-19,Universität Heidelberg,DE,LOT-0001,Vergabeverfahren zur Lieferung eines Kryostats,"Das Vergabeverfahren umfasste die Lieferung, den Einbau und die betriebsbereite Übergabe des ausgeschriebenen des Magneto-optischen Kryostatsystems mit geschlossenem Kühlkreislauf, Hochfeld-Vektormagnet und direktem optischem Zugang einschließlich der Funktionsprüfung, der Einweisung und der Inbetriebnahme.",458823.23,EUR,ICEOXFORD Limited,UK,Missing: Justification
2020/S 124-303843,2020-06-30,University of Copenhagen,DK,1,Acquisition of a Dilution Refrigerator to Center for Quantum Devices,"The experimental tasks in my upcoming EU project requires me to operate and develop sensitive nanoscale hybrid quantum devices at 20 mK and in high magnetic fields. Establishing and controlling such conditions, as well as sharing techniques and samples between the involved PIs, are a prerequisite for experimental success in establishing the proposed quantum effects in electrical measurements of nanostructured devices. Over the last few years, we have successfully developed Bluefors XLD dilution refrigerators and their sample-insert capabilities (used by activities supported by Microsoft Research that are related to my EU project) to allow the type of electrical measurement and manipulation experiments at temperatures below 20 mK and in high magnetic fields that are needed for my project.",800000.00,EUR,Bluefors Oy,FI,"A cryostat is required that allows automatic loading of sample inserts (identical with existing sample inserts to be used on related projects) into a dilution refrigerator that can produce high magnetic fields (up to 6 Tesla) and low temperatures (below 100 mK). Due to room-temperature decay of samples a fast initial cooldown to below 100 Kelvin is essential. The degradation of freshly fabricated samples (‘aging’) is partially due to exposure to atmosphere (exposure to oxygen and moisture) and partially due to thermally activated microscopic changes in the sample. An automatic loader alleviates these problems, by applying vacuum right away and by quickly cooling the sample within a pre-cooled cryostat. This process cannot be achieved by dilution refrigerators without sample-loader functionalities, due to the large thermal mass associated with superconducting vector magnets and their slow cooling rate when cooling down from room temperature. Without an automated vacuum loader, our EU project (which involves various sensitive materials systems) would be constraint to non-aging samples, which may not exist and may therefore prevent successful completion of our project. For the work flow in our EU project to be successful, it is essential that the system is compatible with the sample inserts of several other Bluefors XLD cryostats that are already installed in the laboratory and that are successfully used by Microsoft Research in our center for complementing research projects. Changing samples between dissimilar sample inserts would come with a high risk of electrostatic-discharge damage of the devices, and would further require expensive development of high-frequency sample boards, sample-board mounting hardware, and cryogenic sample-board high-frequency wiring. Also, due to laboratory space constraints this cryostat will replace an existing Bluefors cryostat, and Bluefors is the only manufacturer that can readily make a cryostat with identical foot print and infrastructure requirements (pulse tube cooling, ceiling hangars, electricity requirements). Non-automatic bottom loaders would require two persons to physically operate the loader (meaning samples cannot be loaded outside working hours and only by breaking Covid distancing rules), and the different geometry of the sample insert and cold finger make is impossible to shield the measurement loom. Shielding is important to prevent quasi-particle poisoning, which is known to be highly detrimental to hybrid devices as those proposed in our EU project."
2017/S 081-157242,2017-04-26,University College London,UK,UCL-PROC-328,Dilution Refrigerator.,"The London Centre of Nanotechnology requires a Dilution Refrigerator, as fully described in Schedule 1 of this tender. The budget for this tender is 430 000 EUR. Suppliers that provide tender responses above this budget limited will have their offers rejected.",Missing: Amount,Missing: Amount,BlueFors Cryogenics Ltd,FI,Missing: Justification
2021/S 230-603596,2021-11-26,Centre National de la Recherche Scientifique,FR,2024919,Cryostat 4K à circuit fermé d’hélium pour l’optomécanique GHz pour le C2N,Cryostat 4K à circuit fermé d’hélium pour l’optomécanique GHz pour le C2N,117275.90,EUR,My cryofirm,FR,Missing: Justification
2021/S 230-603596,2021-11-26,Centre National de la Recherche Scientifique,FR,2024920,Cryostat 4K à circuit fermé d’hélium pour l’optomécanique pour le C2N,Cryostat 4K à circuit fermé d’hélium pour l’optomécanique pour le C2N,120875.90,EUR,MY CRYOFIRM,FR,Missing: Justification
2021/S 230-603596,2021-11-26,Centre National de la Recherche Scientifique,FR,2024922,Cryostat 4K à circuit fermé d’hélium pour microscopie optique en champ magnétique pour le C2N,Cryostat 4K à circuit fermé d’hélium pour microscopie optique en champ magnétique pour le C2N,153318.45,EUR,my cryofirm,FR,Missing: Justification
2021/S 230-603596,2021-11-26,Centre National de la Recherche Scientifique,FR,2024923,"Acquisition, livraison, installation et mise en service d’un cryostat à dilution sans hélium liquide pour le laboratoire de Physique des Solides (LPS)","Acquisition, livraison, installation et mise en service d’un cryostat à dilution sans hélium liquide pour le laboratoire de Physique des Solides (LPS)",250000.00,EUR,BLUEFORS OY,FI,Missing: Justification
2021/S 136-360595,2021-07-16,Technische Universiteit Delft,NL,contract_6338 - Cryo fridge,2021-9942-Dilution Refrigerator system,"A measurement set-up is sought that allows for operating a range of novel superconducting qubits and hybrid superconducting/semiconductor qubits with the highest fidelities. The measurements will include design and characterization of readout and gate operations. These operation will rely on low-noise DC voltage control, low-frequency flux control and microwave control up to 18 GHz. Good thermalization of cables and cold fingers at temperatures below 10 mK is required for efficient initialization and high performance of the qubits. The expected mode of operation will include both many short cooldowns for characterization of new devices, thus fast warm-up and cooldown times is required. Each cooldown must yield reproducible performance for comparison between cooldowns. Once a suitable device has been identified, a few very long cooldowns are needed allowing for full characterization of multiple different gate schemes.",494000.00,EUR,Bluefors Oy,FI,Missing: Justification
2016/S 226-412450,2016-11-23,University College London,UK,Missing: Contract/Lot ID,Dilution Refrigerator.,"The London Centre of Nanotechnology requires a Dilution Refrigerator, as fully described in Schedule 1 of this tender. The budget for this tender is EUR 430K. Suppliers that provide tender responses above this budget limited will have their offers rejected.",Missing: Amount,Missing: Amount,no awarded supplier,no awarded supplier,Missing: Justification
2017/S 053-098671,2017-03-16,University College London,UK,UCL-PROC-399,LCN Dilution Refridgerators x 3.,"University College London would like to procure 3 Dilution Refrigerators for the London Centre for Nanotechnology. The specification detailing UCL's full requirements is set out in Schedule 4 (Specification) and should be read before Bidders begin to respond to this ITT. The total maximum budget for this tender is 1 400 000 GBP for the mandatory items. UCL reserves the right to reject tender responses above this budget limit. This tender is divided into the following lots: Lot 1 — Dilution Refrigerator XL, Lot 2 — Dilution Refrigerator Optical, Lot 3 — Dilution Refrigerator 611, Lot 4 — Set of sample boxes compatible with a set of three (3) dilution refrigerators.",Missing: Amount,Missing: Amount,No award made,Missing: Awarded Supplier Country,Missing: Justification
2025/S 39-125249,2025-02-25,Københavns Universitet,DK,LOT-0000,Dilution Refrigerator,"- A dilution refrigerator system equipped of thermometry unit - A Pulse Tube cryocooler and a gas handling system - 18 liters of Helium-3 - A Vector magnet with three principal axes - DC and AC wirings, including cryogenic low noise amplifiers and brackets",649255,EUR,Bluefors Oy,FI,"While it is true that there are two suppliers for large-scale dilution systems equipped with a vector magnet and dense wirings are Bluefors (BF) and Oxford Instruments (OI), only one of the two (BF) satisfies all the requirements, especially in term of cooling power (> 14 microW at 20 mK) and in term of long-term operation (thanks to the long-life cold trap). In particular, we require such optimal cooling power because our group will develop active cryo-controllers that requires dissipation to be handled carefully at ~mK temperature."
2018/S 052-116406,2018-03-15,Missing: Contracting Authority Name,Missing: Contracting Authority Country,the notice does not have lots,the notice does not have lots,the notice does not have lots,the notice does not have lots,the notice does not have lots,the notice does not have lots,the notice does not have lots,the notice does not have lots,the notice does not have lots,the notice does not have lots,the notice does not have lots,the notice does not have lots
2024/S 23-67508,2024-02-01,Technische Universiteit Delft,NL,LOT-0000,‘11055 - cryogenic spin-qubit dilution refrigerators’,"Quantum computing Unlocking the potential of quantum computer requires the development of different layers of hardware and software, together referred to as the quantum computing stack. This is precisely the focus of our Quantum Computing Division. At the core of the stack lies the ‘quantum chip’, housing the qubits. We are investigating different types of approaches for this part of the stack: spins in quantum dots and superconducting quantum circuits. Additionally, we are actively involved in the development of system architectures that facilitates the connection and translation of quantum algorithms into the low-level pulses that operate on the qubits of quantum processors. Current challenge A critical challenge we face is that our quantum chips exclusively operate at near-zero temperatures. Therefore, securing consistent access to a dilution refrigerator is imperative for advancing our developments and achieving our targets. These dilution refrigerators play a pivotal role in accommodating the growing demands of expanding quantum chips, ensuring both the requisite wiring and operation stability.   QuTech necessitates the joint procurement of three refrigerators, all with similar specifications, for our quantum efforts. Additionally, we are considering the inclusion of a fourth refrigerator as an option within this tender.   ",3500000,EUR,Oxford Instruments GmbH,DE,Missing: Justification
